delivery_id,created_at,food_ready_time,region_id,pickup_lat,pickup_long,dropoff_lat,dropoff_long
141,2/3/15 2:35,2/3/15 3:04,82,37.4513537,-122.1858487,37.4463958,-122.1561979
142,2/3/15 2:35,2/3/15 3:10,70,37.3764592,-122.0313786,37.401791,-122.013073
143,2/3/15 2:36,2/3/15 3:08,70,37.397176,-122.104917,37.432874,-122.13529
144,2/3/15 2:36,2/3/15 3:11,70,37.394356,-122.0995943,37.4047873,-122.114942
145,2/3/15 2:36,2/3/15 3:02,9,37.5791475,-122.3456234,37.5652199,-122.328798
146,2/3/15 2:36,2/3/15 3:00,82,37.4518897,-122.1852925,37.45625,-122.143652
147,2/3/15 2:36,2/3/15 2:53,70,37.4010407,-122.114501,37.431622,-122.133105
148,2/3/15 2:37,2/3/15 3:02,9,37.5791475,-122.3456234,37.575176,-122.349735
149,2/3/15 2:37,2/3/15 3:13,70,37.4006774,-122.1135654,37.4266996,-122.1617008
150,2/3/15 2:37,2/3/15 3:10,70,37.39422,-122.0788802,37.391933,-122.115316
151,2/3/15 2:37,2/3/15 3:02,9,37.5791475,-122.3456234,37.569504,-122.333334
152,2/3/15 2:38,2/3/15 3:05,82,37.438881,-122.159322,37.4285957,-122.1901236
153,2/3/15 2:38,2/3/15 3:15,82,37.443546,-122.160527,37.455802,-122.147683
154,2/3/15 2:38,2/3/15 3:17,70,37.3766959,-122.0290761,37.36169423,-122.0584345
155,2/3/15 2:39,2/3/15 2:50,9,37.5641082,-122.3228442,37.547617,-122.328676
156,2/3/15 2:39,2/3/15 3:06,82,37.4461858,-122.160927,37.412495,-122.119871
157,2/3/15 2:40,2/3/15 3:08,82,37.445717,-122.162173,37.4473465,-122.1565399
158,2/3/15 2:40,2/3/15 2:55,82,37.425908,-122.1451859,37.4503569,-122.181878
159,2/3/15 2:41,2/3/15 3:16,70,37.401584,-122.112278,37.3869627,-122.1028015
160,2/3/15 2:41,2/3/15 3:09,82,37.445717,-122.162173,37.452955,-122.181766
161,2/3/15 2:41,2/3/15 3:22,82,37.443546,-122.160527,37.47561189,-122.144718
162,2/3/15 2:42,2/3/15 2:53,82,37.41557912,-122.129079,37.4057887,-122.0790231
163,2/3/15 2:42,2/3/15 3:18,9,37.5370241,-122.2996022,37.565717,-122.328901
164,2/3/15 2:42,2/3/15 3:35,82,37.4443181,-122.163014,37.4435209,-122.158181
165,2/3/15 2:42,2/3/15 3:14,82,37.444726,-122.163156,37.4198356,-122.1249828
166,2/3/15 2:43,2/3/15 3:18,70,37.4029491,-122.0793414,37.3929717,-122.0591649
167,2/3/15 2:43,2/3/15 3:14,82,37.4449773,-122.162721,37.42447,-122.2173
168,2/3/15 2:43,2/3/15 3:11,70,37.381108,-122.075678,37.38772921,-122.0441345
169,2/3/15 2:43,2/3/15 3:14,82,37.4449773,-122.162721,37.4601339,-122.19191
170,2/3/15 2:43,2/3/15 3:11,70,37.3917447,-122.0777189,37.3874558,-122.0844835
171,2/3/15 2:45,2/3/15 3:15,70,37.4010407,-122.114501,37.424239,-122.178086
172,2/3/15 2:46,2/3/15 3:12,70,37.3977689,-122.075952,37.4008229,-122.0826197
173,2/3/15 2:46,2/3/15 3:07,9,37.5049942,-122.2589989,37.5447835,-122.2925992
174,2/3/15 2:46,2/3/15 3:03,82,37.4454652,-122.1601908,37.443916,-122.146483
175,2/3/15 2:47,2/3/15 3:05,82,37.4137395,-122.125722,37.434009,-122.127244
176,2/3/15 2:47,2/3/15 3:27,82,37.443546,-122.160527,37.45517336,-122.132943
177,2/3/15 2:47,2/3/15 3:11,70,37.401156,-122.112309,37.448996,-122.144017
178,2/3/15 2:47,2/3/15 3:26,70,37.4031282,-122.1118089,37.39922633,-122.107059
179,2/3/15 2:48,2/3/15 3:11,9,37.58628,-122.364238,37.5605304,-122.3255325
180,2/3/15 2:48,2/3/15 3:06,82,37.452583,-122.18009,37.457688,-122.150433
181,2/3/15 2:49,2/3/15 3:18,82,37.4137395,-122.125722,37.4346109,-122.141282
182,2/3/15 2:50,2/3/15 3:13,82,37.438881,-122.159322,37.43055832,-122.1842364
183,2/3/15 2:50,2/3/15 3:16,70,37.4010407,-122.114501,37.406587,-122.090225
184,2/3/15 2:50,2/3/15 3:25,70,37.392881,-122.079842,37.41974,-122.102868
185,2/3/15 2:51,2/3/15 3:04,9,37.5857433,-122.3331799,37.573599,-122.393965
186,2/3/15 2:52,2/3/15 3:21,70,37.394592,-122.078631,37.4053141,-122.1043718
187,2/3/15 2:53,2/3/15 3:27,70,37.4027595,-122.1122321,37.395865,-122.08499
188,2/3/15 2:53,2/3/15 3:11,82,37.4479038,-122.1588608,37.4482334,-122.1656494
189,2/3/15 2:54,2/3/15 3:23,70,37.3762499,-122.0302412,37.338644,-122.029309
190,2/3/15 2:54,2/3/15 3:03,82,37.4137821,-122.125388,37.42656602,-122.1614141
191,2/3/15 2:54,2/3/15 3:12,82,37.4388811,-122.1593215,37.4412756,-122.1591753
192,2/3/15 2:55,2/3/15 3:11,82,37.425908,-122.1451859,37.44683831,-122.1680396
193,2/3/15 2:55,2/3/15 3:10,82,37.438881,-122.159322,37.44304969,-122.1773126
194,2/3/15 2:55,2/3/15 3:21,82,37.4386254,-122.1605294,37.4072721,-122.1080943
195,2/3/15 2:55,2/3/15 3:18,82,37.445717,-122.162173,37.4187893,-122.1290791
196,2/3/15 2:55,2/3/15 3:10,9,37.5763933,-122.3385905,37.558239,-122.326718
197,2/3/15 2:56,2/3/15 3:22,82,37.4449773,-122.162721,37.45868874,-122.1777619
198,2/3/15 2:56,2/3/15 3:33,70,37.3641338,-122.0279893,37.3667834,-122.0332728
199,2/3/15 2:56,2/3/15 3:18,9,37.5784673,-122.3475561,37.585354,-122.384363
200,2/3/15 2:57,2/3/15 3:07,70,37.381108,-122.075678,37.400274,-122.0297602
201,2/3/15 2:58,2/3/15 3:15,70,37.4006774,-122.1135654,37.3836055,-122.0725311
202,2/3/15 2:58,2/3/15 3:26,70,37.3935385,-122.0779412,37.401704,-122.0229
203,2/3/15 2:59,2/3/15 3:31,82,37.4443181,-122.163014,37.4476267,-122.1407461
204,2/3/15 2:59,2/3/15 3:26,82,37.4137395,-122.125722,37.448382,-122.154511
205,2/3/15 2:59,2/3/15 3:23,9,37.5649997,-122.3215996,37.583602,-122.342913
206,2/3/15 2:59,2/3/15 3:23,70,37.394592,-122.078631,37.3982377,-122.0523289
207,2/3/15 2:59,2/3/15 3:29,70,37.3947415,-122.0786015,37.41207,-122.088426
